Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,Costo,Visibilidad
fresas-fri,Fresas Rectas con Incisores HM,Fresas > Fresas rectas,Medida,FRI01542,27200,,,,,,,FRI01542,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/1.jpeg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/2.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/3.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/4.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Fresas Rectas con Incisores HM</b></p><ul><li><b>Marca:</b> Franzoi</li><li><b>Uso:</b> Ranurar sin astillar</li><li><b>Material:</b> Metal duro</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Fresas,Franzoi,FRI",Fresas Rectas con Incisores HM FRI - Franzoi | WoodTools,Fresas Rectas con Incisores HM FRI. Ranurar sin astillar Consultanos por medidas y stock.,Franzoi,si,,
fresas-fri,,,Medida,FRI01544,82200,,,,,,,FRI01544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI01563,66900,,,,,,,FRI01563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI01566,74200,,,,,,,FRI01566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02042,90700,,,,,,,FRI02042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02044,35700,,,,,,,FRI02044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02063,81800,,,,,,,FRI02063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02066,74500,,,,,,,FRI02066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02542,94300,,,,,,,FRI02542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02544,76000,,,,,,,FRI02544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02563,68700,,,,,,,FRI02563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02566,79700,,,,,,,FRI02566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03042,33000,,,,,,,FRI03042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03044,88000,,,,,,,FRI03044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03063,43600,,,,,,,FRI03063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03066,32600,,,,,,,FRI03066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03542,78800,,,,,,,FRI03542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03544,20200,,,,,,,FRI03544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03563,60400,,,,,,,FRI03563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03566,53100,,,,,,,FRI03566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04042,53600,,,,,,,FRI04042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04044,71900,,,,,,,FRI04044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04063,82800,,,,,,,FRI04063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04066,90100,,,,,,,FRI04066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04542,85400,,,,,,,FRI04542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04544,63400,,,,,,,FRI04544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04563,39900,,,,,,,FRI04563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04566,50900,,,,,,,FRI04566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05042,66900,,,,,,,FRI05042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05044,44900,,,,,,,FRI05044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05063,91500,,,,,,,FRI05063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05066,84100,,,,,,,FRI05066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06042,90400,,,,,,,FRI06042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06044,31700,,,,,,,FRI06044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06063,64300,,,,,,,FRI06063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06066,53300,,,,,,,FRI06066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI07042,61800,,,,,,,FRI07042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI07063,83900,,,,,,,FRI07063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI08042,67700,,,,,,,FRI08042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI08063,59500,,,,,,,FRI08063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09042,78900,,,,,,,FRI09042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09044,60600,,,,,,,FRI09044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09063,79400,,,,,,,FRI09063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09066,68400,,,,,,,FRI09066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10042,58300,,,,,,,FRI10042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10044,36200,,,,,,,FRI10044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10063,67000,,,,,,,FRI10063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10066,78000,,,,,,,FRI10066,,no,no,,,,,,si,,
mechas-mpd,Mecha Pasante (Derecha),Mechas,Medida,MPD04,36000,,,,,,,MPD04,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/1.jpeg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/2.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/3.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/4.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Pasante (Derecha)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Pasantes</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MPD",Mecha Pasante (Derecha) MPD - Nordutensili | WoodTools,Mecha Pasante (Derecha) MPD. Perforaciones Pasantes Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mpd,,,Medida,MPD0470,34200,,,,,,,MPD0470,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD05,15000,,,,,,,MPD05,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0570,26600,,,,,,,MPD0570,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0670,38500,,,,,,,MPD0670,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0770,31100,,,,,,,MPD0770,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD08,18200,,,,,,,MPD08,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0870,41000,,,,,,,MPD0870,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD10,26300,,,,,,,MPD10,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD1070,19800,,,,,,,MPD1070,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD12,34400,,,,,,,MPD12,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD1270,19400,,,,,,,MPD1270,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL05,32500,,,,,,,MPDL05,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL0570,46100,,,,,,,MPDL0570,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL08,34100,,,,,,,MPDL08,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL0870,38700,,,,,,,MPDL0870,,no,no,,,,,,si,,
mechas-mpi,Mecha Pasante (Izquierda),Mechas,Medida,MPI04,40900,,,,,,,MPI04,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/1.jpeg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/2.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/3.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/4.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Pasante (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Pasantes</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MPI",Mecha Pasante (Izquierda) MPI - Nordutensili | WoodTools,Mecha Pasante (Izquierda) MPI. Perforaciones Pasantes Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mpi,,,Medida,MPI0470,28700,,,,,,,MPI0470,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI05,19800,,,,,,,MPI05,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0570,28900,,,,,,,MPI0570,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0670,44100,,,,,,,MPI0670,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0770,24800,,,,,,,MPI0770,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI08,26300,,,,,,,MPI08,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0870,25300,,,,,,,MPI0870,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI10,38700,,,,,,,MPI10,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI1070,40800,,,,,,,MPI1070,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI12,46800,,,,,,,MPI12,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI1270,41900,,,,,,,MPI1270,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL05,46600,,,,,,,MPIL05,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL0570,19400,,,,,,,MPIL0570,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL08,14200,,,,,,,MPIL08,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL0870,23700,,,,,,,MPIL0870,,no,no,,,,,,si,,
mechas-mcd-mci,Mecha Ciega MCD-MCI,Mechas,Medida,MCD03,46800,,,,,,,MCD03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega MCD-MCI</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCD-MCI",Mecha Ciega MCD-MCI MCD-MCI - Nordutensili | WoodTools,Mecha Ciega MCD-MCI MCD-MCI. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcd-mci,,,Medida,MCD04,16100,,,,,,,MCD04,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0470,39200,,,,,,,MCD0470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD05,37100,,,,,,,MCD05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0570,40400,,,,,,,MCD0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD06,42000,,,,,,,MCD06,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0670,24800,,,,,,,MCD0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0770,29700,,,,,,,MCD0770,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD08,32300,,,,,,,MCD08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0870,22200,,,,,,,MCD0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD10,27400,,,,,,,MCD10,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1070,40600,,,,,,,MCD1070,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD12,35500,,,,,,,MCD12,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1270,17300,,,,,,,MCD1270,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1470,46800,,,,,,,MCD1470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD15,24200,,,,,,,MCD15,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1570,25800,,,,,,,MCD1570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL05,21100,,,,,,,MCDL05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL0570,35300,,,,,,,MCDL0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL08,27600,,,,,,,MCDL08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL0870,31700,,,,,,,MCDL0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0570,23500,,,,,,,MCDR0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0670,42200,,,,,,,MCDR0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0870,42600,,,,,,,MCDR0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCE,46800,,,,,,,MCE,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI03,47500,,,,,,,MCI03,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI04,34500,,,,,,,MCI04,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0470,34800,,,,,,,MCI0470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI05,21600,,,,,,,MCI05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0570,27300,,,,,,,MCI0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI06,42600,,,,,,,MCI06,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0670,19300,,,,,,,MCI0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0770,45900,,,,,,,MCI0770,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI08,20000,,,,,,,MCI08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0870,34400,,,,,,,MCI0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI10,18300,,,,,,,MCI10,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1070,30100,,,,,,,MCI1070,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI12,26400,,,,,,,MCI12,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1270,15800,,,,,,,MCI1270,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1470,19800,,,,,,,MCI1470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI15,23200,,,,,,,MCI15,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1570,45400,,,,,,,MCI1570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL05,22600,,,,,,,MCIL05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL0570,27500,,,,,,,MCIL0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL08,29100,,,,,,,MCIL08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL0870,38100,,,,,,,MCIL0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0570,40000,,,,,,,MCIR0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0670,47300,,,,,,,MCIR0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0870,47700,,,,,,,MCIR0870,,no,no,,,,,,si,,
mechas-mcd,Mecha Ciega (Derecha),Mechas,Medida,MCD03,46800,,,,,,,MCD-MCD03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega (Derecha)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCD",Mecha Ciega (Derecha) MCD - Nordutensili | WoodTools,Mecha Ciega (Derecha) MCD. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcd,,,Medida,MCD04,16100,,,,,,,MCD-MCD04,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0470,39200,,,,,,,MCD-MCD0470,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD05,37100,,,,,,,MCD-MCD05,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0570,40400,,,,,,,MCD-MCD0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD06,42000,,,,,,,MCD-MCD06,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0670,24800,,,,,,,MCD-MCD0670,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0770,29700,,,,,,,MCD-MCD0770,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD08,32300,,,,,,,MCD-MCD08,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0870,22200,,,,,,,MCD-MCD0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD10,27400,,,,,,,MCD-MCD10,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1070,40600,,,,,,,MCD-MCD1070,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD12,35500,,,,,,,MCD-MCD12,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1270,17300,,,,,,,MCD-MCD1270,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1470,46800,,,,,,,MCD-MCD1470,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD15,24200,,,,,,,MCD-MCD15,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1570,25800,,,,,,,MCD-MCD1570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL05,21100,,,,,,,MCD-MCDL05,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL0570,35300,,,,,,,MCD-MCDL0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL08,27600,,,,,,,MCD-MCDL08,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL0870,31700,,,,,,,MCD-MCDL0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0570,23500,,,,,,,MCD-MCDR0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0670,42200,,,,,,,MCD-MCDR0670,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0870,42600,,,,,,,MCD-MCDR0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCE,46800,,,,,,,MCD-MCE,,no,no,,,,,,si,,
mechas-mci,Mecha Ciega (Izquierda),Mechas,Medida,MCI03,47500,,,,,,,MCI-MCI03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCI",Mecha Ciega (Izquierda) MCI - Nordutensili | WoodTools,Mecha Ciega (Izquierda) MCI. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mci,,,Medida,MCI04,34500,,,,,,,MCI-MCI04,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0470,34800,,,,,,,MCI-MCI0470,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI05,21600,,,,,,,MCI-MCI05,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0570,27300,,,,,,,MCI-MCI0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI06,42600,,,,,,,MCI-MCI06,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0670,19300,,,,,,,MCI-MCI0670,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0770,45900,,,,,,,MCI-MCI0770,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI08,20000,,,,,,,MCI-MCI08,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0870,34400,,,,,,,MCI-MCI0870,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI10,18300,,,,,,,MCI-MCI10,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1070,30100,,,,,,,MCI-MCI1070,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI12,26400,,,,,,,MCI-MCI12,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1270,15800,,,,,,,MCI-MCI1270,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1470,19800,,,,,,,MCI-MCI1470,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI15,23200,,,,,,,MCI-MCI15,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1570,45400,,,,,,,MCI-MCI1570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL05,22600,,,,,,,MCI-MCIL05,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL0570,27500,,,,,,,MCI-MCIL0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL08,29100,,,,,,,MCI-MCIL08,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL0870,38100,,,,,,,MCI-MCIL0870,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0570,40000,,,,,,,MCI-MCIR0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0670,47300,,,,,,,MCI-MCIR0670,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0870,47700,,,,,,,MCI-MCIR0870,,no,no,,,,,,si,,
mechas-fpp,Punta Plegado Bisagra,Mechas,Medida,FPP452,44300,,,,,,,FPP452,,no,no,"<p><b>Punta Plegado Bisagra</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Bisagras / Plegado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,FPP",Punta Plegado Bisagra FPP - Nordutensili | WoodTools,Punta Plegado Bisagra FPP. Bisagras / Plegado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-practiwall,Mecha Bisagra Practiwall,Mechas,Medida,PRACTIWALL,27600,,,,,,,PRACTIWALL,,no,no,"<p><b>Mecha Bisagra Practiwall</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,PRACTIWALL",Mecha Bisagra Practiwall PRACTIWALL - Nordutensili | WoodTools,Mecha Bisagra Practiwall PRACTIWALL. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mbi,Fresa Bisagra (Izquierda),Mechas,Medida,MBI12,23600,,,,,,,MBI12,,no,no,"<p><b>Fresa Bisagra (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MBI",Fresa Bisagra (Izquierda) MBI - Nordutensili | WoodTools,Fresa Bisagra (Izquierda) MBI. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mbi,,,Medida,MBI15,20400,,,,,,,MBI15,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI1570,35100,,,,,,,MBI1570,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI20,27600,,,,,,,MBI20,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI2070,19700,,,,,,,MBI2070,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI25,30900,,,,,,,MBI25,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI26,35700,,,,,,,MBI26,,no,no,,,,,,si,,
